Time [s], Analyzer Name, Decoded Protocol Result
0.018003166666667,I2C,Setup Read to [11] + ACK
0.021604666666667,I2C,7 + ACK
0.025204500000000,I2C,5 + ACK
0.028820833333333,I2C,74 + ACK
0.032405750000000,I2C,1 + ACK
0.036012166666667,I2C,255 + ACK
0.039608000000000,I2C,0 + ACK
0.043207750000000,I2C,0 + ACK
0.046812333333333,I2C,170 + NAK
0.069412583333333,I2C,Setup Read to [13] + ACK
0.073013250000000,I2C,7 + ACK
0.076577083333333,I2C,5 + ACK
0.080220250000000,I2C,74 + ACK
0.083815250000000,I2C,1 + ACK
0.087415666666667,I2C,255 + ACK
0.091016583333333,I2C,0 + ACK
0.094618083333333,I2C,0 + ACK
0.098223583333333,I2C,170 + NAK
0.117907166666667,I2C,Setup Read to [15] + ACK
0.121502166666667,I2C,7 + ACK
0.125108500000000,I2C,5 + ACK
0.128704333333333,I2C,74 + ACK
0.132304166666667,I2C,1 + ACK
0.135904833333333,I2C,255 + ACK
0.139505500000000,I2C,0 + ACK
0.143111833333333,I2C,0 + ACK
0.146670416666667,I2C,170 + NAK
0.170916916666667,I2C,Setup Read to [17] + ACK
0.174511916666667,I2C,7 + ACK
0.178112583333333,I2C,5 + ACK
0.181714083333333,I2C,74 + ACK
0.185313916666667,I2C,1 + ACK
0.188930500000000,I2C,255 + ACK
0.192515166666667,I2C,0 + ACK
0.196121583333333,I2C,0 + ACK
0.199717416666667,I2C,170 + NAK
0.230122083333333,I2C,Setup Read to [19] + ACK
0.233729333333333,I2C,7 + ACK
0.237323333333333,I2C,5 + ACK
0.240924083333333,I2C,73 + ACK
0.244524750000000,I2C,1 + ACK
0.248125416666667,I2C,255 + ACK
0.251737000000000,I2C,0 + ACK
0.255326750000000,I2C,0 + ACK
0.258927416666667,I2C,171 + NAK
0.270730500000000,I2C,Setup Read to [21] + ACK
0.274330250000000,I2C,7 + ACK
0.277936583333333,I2C,5 + ACK
0.281531583333333,I2C,73 + ACK
0.285137916666667,I2C,1 + ACK
0.288733750000000,I2C,255 + ACK
0.292333500000000,I2C,0 + ACK
0.295934166666667,I2C,0 + ACK
0.299534833333333,I2C,171 + NAK
0.318138250000000,I2C,Setup Read to [23] + ACK
0.321739833333333,I2C,7 + ACK
0.325339583333333,I2C,5 + ACK
0.328950250000000,I2C,74 + ACK
0.332546666666667,I2C,1 + ACK
0.336141583333333,I2C,255 + ACK
0.339743166666667,I2C,0 + ACK
0.343342916666667,I2C,0 + ACK
0.346941750000000,I2C,170 + NAK
0.369547750000000,I2C,Setup Read to [25] + ACK
0.373148416666667,I2C,7 + ACK
0.376712250000000,I2C,5 + ACK
0.380349750000000,I2C,74 + ACK
0.383956083333333,I2C,1 + ACK
0.387550833333333,I2C,255 + ACK
0.391151666666667,I2C,0 + ACK
0.394753250000000,I2C,0 + ACK
0.398353000000000,I2C,170 + NAK
0.418156666666667,I2C,Setup Read to [27] + ACK
0.421758250000000,I2C,7 + ACK
0.425358000000000,I2C,5 + ACK
0.428991916666667,I2C,74 + ACK
0.432605750000000,I2C,1 + ACK
0.436240916666667,I2C,255 + ACK
0.439841583333333,I2C,0 + ACK
0.443441333333333,I2C,0 + ACK
0.447045833333333,I2C,170 + NAK
0.470446250000000,I2C,Setup Read to [29] + ACK
0.474046916666667,I2C,7 + ACK
0.477647583333333,I2C,5 + ACK
0.481253916666667,I2C,73 + ACK
0.484849833333333,I2C,1 + ACK
0.488449583333333,I2C,255 + ACK
0.492050250000000,I2C,128 + ACK
0.495450833333333,I2C,0 + ACK
0.499051500000000,I2C,85 + NAK
0.517855916666667,I2C,Setup Read to [31] + ACK
0.521455666666667,I2C,7 + ACK
0.525056333333333,I2C,5 + ACK
0.528662666666667,I2C,73 + ACK
0.532257666666667,I2C,1 + ACK
0.535864916666667,I2C,255 + ACK
0.539458916666667,I2C,0 + ACK
0.543059583333333,I2C,0 + ACK
0.546660250000000,I2C,171 + NAK
0.570464666666667,I2C,Setup Read to [33] + ACK
0.574065333333333,I2C,7 + ACK
0.577671583333333,I2C,5 + ACK
0.581266666666667,I2C,74 + ACK
0.584873916666667,I2C,1 + ACK
0.588467916666667,I2C,255 + ACK
0.592068583333333,I2C,0 + ACK
0.595679250000000,I2C,0 + ACK
0.599269916666667,I2C,170 + NAK
0.617874250000000,I2C,Setup Write to [0] + ACK
0.621474000000000,I2C,5 + ACK
0.625074666666667,I2C,4 + ACK
0.628675333333333,I2C,129 + ACK
0.632281750000000,I2C,136 + ACK
0.635887583333333,I2C,19 + ACK
0.639477333333333,I2C,219 + ACK
0.670483000000000,I2C,Setup Read to [3] + ACK
0.674083666666667,I2C,7 + ACK
0.677684250000000,I2C,5 + ACK
0.681290750000000,I2C,74 + ACK
0.684886583333333,I2C,128 + NAK
0.688284000000000,I2C,127 + NAK
0.691893583333333,I2C,0 + ACK
0.695487583333333,I2C,0 + ACK
0.699088250000000,I2C,85 + ACK
0.718097500000000,I2C,Setup Read to [5] + ACK
0.721692416666667,I2C,7 + ACK
0.725298833333333,I2C,5 + ACK
0.728894666666667,I2C,74 + ACK
0.732494416666667,I2C,1 + ACK
0.736095083333333,I2C,255 + ACK
0.739695750000000,I2C,128 + ACK
0.743096333333333,I2C,0 + ACK
0.746697000000000,I2C,85 + ACK
0.769701250000000,I2C,Setup Read to [7] + ACK
0.773301916666667,I2C,7 + ACK
0.776865750000000,I2C,5 + ACK
0.780503250000000,I2C,74 + ACK
0.784109583333333,I2C,1 + ACK
0.787710750000000,I2C,255 + ACK
0.791340416666667,I2C,0 + ACK
0.794970833333333,I2C,0 + ACK
0.798586583333333,I2C,170 + NAK
0.818190166666667,I2C,Setup Read to [9] + ACK
0.821796500000000,I2C,7 + ACK
0.825391500000000,I2C,5 + ACK
0.828993083333333,I2C,74 + ACK
0.832592833333333,I2C,1 + ACK
0.836193500000000,I2C,67 + ACK
0.839799833333333,I2C,0 + ACK
0.843394833333333,I2C,0 + ACK
0.846959083333333,I2C,102 + NAK
0.870399750000000,I2C,Setup Read to [11] + ACK
0.874007000000000,I2C,7 + ACK
0.877601000000000,I2C,5 + ACK
0.881201750000000,I2C,74 + ACK
0.884802416666667,I2C,1 + ACK
0.888403083333333,I2C,255 + ACK
0.892010333333333,I2C,0 + ACK
0.895604416666667,I2C,0 + ACK
0.899205083333333,I2C,170 + NAK
0.918214250000000,I2C,Setup Read to [13] + ACK
0.921809250000000,I2C,7 + ACK
0.925415583333333,I2C,5 + ACK
0.929011416666667,I2C,74 + ACK
0.932611166666667,I2C,1 + ACK
0.936211833333333,I2C,255 + ACK
0.939812500000000,I2C,0 + ACK
0.943418916666667,I2C,0 + ACK
0.946977416666667,I2C,170 + NAK
0.970818250000000,I2C,Setup Read to [15] + ACK
0.974424583333333,I2C,7 + ACK
0.978020416666667,I2C,5 + ACK
0.981620166666667,I2C,74 + ACK
0.985220833333333,I2C,128 + NAK
0.988621500000000,I2C,127 + NAK
0.992222166666667,I2C,0 + ACK
0.995832833333333,I2C,0 + ACK
0.999423500000000,I2C,85 + ACK
1.018427000000000,I2C,Setup Read to [17] + ACK
1.022028500000000,I2C,7 + ACK
1.025628250000000,I2C,5 + ACK
1.029244666666667,I2C,74 + ACK
1.032829583333333,I2C,1 + ACK
1.036436000000000,I2C,255 + ACK
1.040031833333333,I2C,0 + ACK
1.043631583333333,I2C,0 + ACK
1.047236166666667,I2C,170 + NAK
1.077238000000000,I2C,Setup Read to [19] + ACK
1.080838416666667,I2C,7 + ACK
1.084439083333333,I2C,5 + ACK
1.088046333333333,I2C,73 + ACK
1.091640416666667,I2C,1 + ACK
1.095246750000000,I2C,255 + ACK
1.098841750000000,I2C,0 + ACK
1.102442416666667,I2C,0 + ACK
1.106044000000000,I2C,171 + NAK
1.118925416666667,I2C,Setup Read to [21] + ACK
1.122536083333333,I2C,7 + ACK
1.126127666666667,I2C,5 + ACK
1.129733416666667,I2C,73 + ACK
1.133328083333333,I2C,1 + ACK
1.136934416666667,I2C,255 + ACK
1.140529416666667,I2C,0 + ACK
1.144131000000000,I2C,0 + ACK
1.147736250000000,I2C,171 + NAK
1.170734916666667,I2C,Setup Read to [23] + ACK
1.174335583333333,I2C,7 + ACK
1.177942000000000,I2C,5 + ACK
1.181536916666667,I2C,74 + ACK
1.185144500000000,I2C,1 + ACK
1.188738250000000,I2C,255 + ACK
1.192338916666667,I2C,0 + ACK
1.195949583333333,I2C,0 + ACK
1.199540250000000,I2C,170 + NAK
1.218343666666667,I2C,Setup Read to [25] + ACK
1.221950083333333,I2C,7 + ACK
1.225545000000000,I2C,5 + ACK
1.229146583333333,I2C,74 + ACK
1.232746333333333,I2C,1 + ACK
1.236347000000000,I2C,255 + ACK
1.239953333333333,I2C,0 + ACK
1.243548333333333,I2C,0 + ACK
1.247112583333333,I2C,170 + NAK
1.270753333333333,I2C,Setup Read to [27] + ACK
1.274354000000000,I2C,7 + ACK
1.277954583333333,I2C,5 + ACK
1.281569916666667,I2C,74 + ACK
1.285156916666667,I2C,1 + ACK
1.288756666666667,I2C,255 + ACK
1.292357333333333,I2C,0 + ACK
1.295968000000000,I2C,0 + ACK
1.299564333333333,I2C,170 + NAK
1.318367750000000,I2C,Setup Read to [29] + ACK
1.321962750000000,I2C,7 + ACK
1.325569083333333,I2C,5 + ACK
1.329165000000000,I2C,73 + ACK
1.332764750000000,I2C,1 + ACK
1.336365416666667,I2C,255 + ACK
1.339966083333333,I2C,0 + ACK
1.343572416666667,I2C,0 + ACK
1.347131000000000,I2C,171 + NAK
1.370771750000000,I2C,Setup Read to [31] + ACK
1.374372333333333,I2C,7 + ACK
1.377978666666667,I2C,5 + ACK
1.381573666666667,I2C,73 + ACK
1.385181000000000,I2C,1 + ACK
1.388775000000000,I2C,255 + ACK
1.392375666666667,I2C,0 + ACK
1.395985583333333,I2C,0 + ACK
1.399577000000000,I2C,171 + NAK
1.418580500000000,I2C,Setup Read to [33] + ACK
1.422182083333333,I2C,7 + ACK
1.425781833333333,I2C,5 + ACK
1.429415750000000,I2C,74 + ACK
1.433029583333333,I2C,1 + ACK
1.436664750000000,I2C,255 + ACK
1.440265416666667,I2C,0 + ACK
1.443865166666667,I2C,0 + ACK
1.447469666666667,I2C,170 + NAK
1.470670083333333,I2C,Setup Write to [0] + ACK
1.474277333333333,I2C,5 + ACK
1.477871250000000,I2C,4 + ACK
1.481472083333333,I2C,129 + ACK
1.485072750000000,I2C,136 + ACK
1.488673333333333,I2C,19 + ACK
1.492280666666667,I2C,219 + ACK
1.518484583333333,I2C,Setup Read to [3] + ACK
1.522079500000000,I2C,7 + ACK
1.525690166666667,I2C,5 + ACK
1.529285166666667,I2C,74 + ACK
1.532881500000000,I2C,1 + ACK
1.536482166666667,I2C,255 + ACK
1.540082833333333,I2C,0 + ACK
1.543689166666667,I2C,0 + ACK
1.547248333333333,I2C,170 + NAK
1.571088500000000,I2C,Setup Read to [5] + ACK
1.574694916666667,I2C,7 + ACK
1.578290666666667,I2C,5 + ACK
1.581890500000000,I2C,74 + ACK
1.585491166666667,I2C,1 + ACK
1.589091833333333,I2C,255 + ACK
1.592698166666667,I2C,0 + ACK
1.596294083333333,I2C,0 + ACK
1.599893833333333,I2C,170 + NAK
1.618102750000000,I2C,Setup Read to [7] + ACK
1.621697833333333,I2C,7 + ACK
1.625305083333333,I2C,5 + ACK
1.628899166666667,I2C,74 + ACK
1.632499833333333,I2C,1 + ACK
1.636110500000000,I2C,255 + ACK
1.639701083333333,I2C,0 + ACK
1.643308416666667,I2C,0 + ACK
1.646902416666667,I2C,170 + NAK
1.670706833333333,I2C,Setup Read to [9] + ACK
1.674314416666667,I2C,7 + ACK
1.677908083333333,I2C,5 + ACK
1.681508833333333,I2C,74 + ACK
1.685109500000000,I2C,1 + ACK
1.688710166666667,I2C,67 + ACK
1.692317416666667,I2C,0 + ACK
1.695911416666667,I2C,0 + ACK
1.699512083333333,I2C,102 + NAK
1.718316500000000,I2C,Setup Read to [11] + ACK
1.721916250000000,I2C,7 + ACK
1.725516916666667,I2C,5 + ACK
1.729123250000000,I2C,74 + ACK
1.732718250000000,I2C,1 + ACK
1.736325500000000,I2C,255 + ACK
1.739919500000000,I2C,0 + ACK
1.743520166666667,I2C,0 + ACK
1.747120833333333,I2C,170 + NAK
1.770147500000000,I2C,Setup Read to [13] + ACK
1.773776916666667,I2C,7 + ACK
1.777369583333333,I2C,2 + NAK
1.780807083333333,I2C,37 + ACK
1.784408583333333,I2C,0 + NAK
1.788013833333333,I2C,63 + NAK
1.791409916666667,I2C,128 + ACK
1.795009666666667,I2C,0 + ACK
1.798616000000000,I2C,42 + NAK
1.818814000000000,I2C,Setup Read to [15] + ACK
1.822415583333333,I2C,7 + ACK
1.826015333333333,I2C,5 + ACK
1.829631750000000,I2C,74 + ACK
1.833216666666667,I2C,1 + ACK
1.836823083333333,I2C,255 + ACK
1.840418916666667,I2C,0 + ACK
1.844018666666667,I2C,0 + ACK
1.847623250000000,I2C,170 + NAK
1.871023666666667,I2C,Setup Read to [17] + ACK
1.874624250000000,I2C,7 + ACK
1.878224833333333,I2C,5 + ACK
1.881831333333333,I2C,74 + ACK
1.885427166666667,I2C,1 + ACK
1.889026916666667,I2C,255 + ACK
1.892627583333333,I2C,0 + ACK
1.896228250000000,I2C,0 + ACK
1.899834583333333,I2C,170 + NAK
1.930840333333333,I2C,Setup Read to [19] + ACK
1.934436166666667,I2C,7 + ACK
1.938035833333333,I2C,5 + ACK
1.941636583333333,I2C,73 + ACK
1.945237250000000,I2C,1 + ACK
1.948843666666667,I2C,255 + ACK
1.952439500000000,I2C,0 + ACK
1.956044916666667,I2C,0 + ACK
1.959639916666667,I2C,171 + NAK
1.971242083333333,I2C,Setup Read to [21] + ACK
1.974848416666667,I2C,7 + ACK
1.978444250000000,I2C,5 + ACK
1.982044000000000,I2C,73 + ACK
1.985644666666667,I2C,1 + ACK
1.989251833333333,I2C,255 + ACK
1.992851750000000,I2C,0 + ACK
1.996457583333333,I2C,0 + ACK
1.999847333333333,I2C,85 + NAK
2.018850833333333,I2C,Setup Read to [23] + ACK
2.022452333333333,I2C,7 + ACK
2.026052083333334,I2C,5 + ACK
2.029658500000000,I2C,74 + ACK
2.033253416666667,I2C,1 + ACK
2.036859833333333,I2C,255 + ACK
2.040455666666666,I2C,0 + ACK
2.044055416666667,I2C,0 + ACK
2.047660000000000,I2C,170 + NAK
2.070081000000000,I2C,Setup Read to [25] + ACK
2.073716166666667,I2C,7 + ACK
2.077339916666667,I2C,5 + ACK
2.080942166666667,I2C,74 + ACK
2.084543750000000,I2C,0 + NAK
2.087943250000000,I2C,127 + NAK
2.091545083333334,I2C,0 + ACK
2.095144833333333,I2C,0 + ACK
2.098745500000000,I2C,85 + ACK
2.118349083333333,I2C,Setup Read to [27] + ACK
2.121956333333333,I2C,7 + ACK
2.125551333333333,I2C,5 + ACK
2.129151083333333,I2C,74 + ACK
2.132751750000000,I2C,1 + ACK
2.136362416666667,I2C,255 + ACK
2.139958750000000,I2C,0 + ACK
2.143554583333333,I2C,0 + ACK
2.147160083333334,I2C,170 + NAK
2.170758750000000,I2C,Setup Read to [29] + ACK
2.174359333333333,I2C,7 + ACK
2.177959916666667,I2C,5 + ACK
2.181567333333333,I2C,73 + ACK
2.185161333333333,I2C,1 + ACK
2.188762000000000,I2C,255 + ACK
2.192362666666666,I2C,0 + ACK
2.195963333333333,I2C,0 + ACK
2.199570583333333,I2C,171 + NAK
2.218373083333333,I2C,Setup Read to [31] + ACK
2.221968083333334,I2C,7 + ACK
2.225575416666667,I2C,5 + ACK
2.229169416666667,I2C,73 + ACK
2.232770083333333,I2C,1 + ACK
2.236380750000000,I2C,255 + ACK
2.239971416666667,I2C,0 + ACK
2.243578666666667,I2C,0 + ACK
2.247172750000000,I2C,171 + NAK
2.270977166666666,I2C,Setup Read to [33] + ACK
2.274584416666667,I2C,7 + ACK
2.278178333333333,I2C,5 + ACK
2.281779083333333,I2C,73 + ACK
2.285379750000000,I2C,1 + ACK
2.288980416666667,I2C,255 + ACK
2.292587583333333,I2C,0 + ACK
2.296181750000000,I2C,0 + ACK
2.299782416666666,I2C,171 + NAK
2.318385750000000,I2C,Setup Write to [0] + ACK
2.321992166666667,I2C,5 + ACK
2.325588083333333,I2C,4 + ACK
2.329187833333333,I2C,129 + ACK
2.332788500000000,I2C,136 + ACK
2.336389166666667,I2C,19 + ACK
2.339995500000000,I2C,219 + ACK
2.371195583333333,I2C,Setup Read to [3] + ACK
2.374796250000000,I2C,7 + ACK
2.378402500000000,I2C,5 + ACK
2.382006416666667,I2C,74 + ACK
2.385604833333333,I2C,1 + ACK
2.389211666666667,I2C,255 + ACK
2.392841166666666,I2C,0 + ACK
2.396480583333333,I2C,0 + ACK
2.400080833333333,I2C,170 + NAK
2.419084333333333,I2C,Setup Read to [5] + ACK
2.422685916666667,I2C,7 + ACK
2.426285666666667,I2C,5 + ACK
2.429902000000000,I2C,74 + ACK
2.433487000000000,I2C,1 + ACK
2.437093333333333,I2C,255 + ACK
2.440689250000000,I2C,0 + ACK
2.444289000000000,I2C,0 + ACK
2.447893583333333,I2C,170 + NAK
2.470700416666667,I2C,Setup Read to [7] + ACK
2.474294500000000,I2C,7 + ACK
2.477895333333333,I2C,5 + ACK
2.481495833333333,I2C,74 + ACK
2.485096500000000,I2C,1 + ACK
2.488704083333333,I2C,255 + ACK
2.492297833333333,I2C,0 + ACK
2.495904166666667,I2C,0 + ACK
2.499499166666667,I2C,170 + NAK
2.519302750000000,I2C,Setup Read to [9] + ACK
2.522909166666667,I2C,7 + ACK
2.526504083333333,I2C,5 + ACK
2.530104750000000,I2C,74 + ACK
2.533706333333333,I2C,1 + ACK
2.537306083333333,I2C,67 + ACK
2.540912750000000,I2C,0 + ACK
2.544507416666667,I2C,0 + ACK
2.548107833333333,I2C,102 + NAK
2.570512166666667,I2C,Setup Read to [11] + ACK
2.574112833333333,I2C,7 + ACK
2.577676666666667,I2C,2 + NAK
2.581114166666667,I2C,37 + ACK
2.584715666666667,I2C,0 + NAK
2.588320916666667,I2C,127 + NAK
2.591916083333333,I2C,0 + ACK
2.595522500000000,I2C,0 + ACK
2.599117416666667,I2C,85 + ACK
2.619121083333333,I2C,Setup Read to [13] + ACK
2.622722666666667,I2C,7 + ACK
2.626322416666667,I2C,5 + ACK
2.629938833333333,I2C,74 + ACK
2.633523750000000,I2C,1 + ACK
2.637130166666667,I2C,255 + ACK
2.640726000000000,I2C,0 + ACK
2.644325750000000,I2C,0 + ACK
2.647930333333333,I2C,170 + NAK
2.670530583333333,I2C,Setup Read to [15] + ACK
2.674131250000000,I2C,7 + ACK
2.677695083333334,I2C,2 + NAK
2.681132500000000,I2C,37 + ACK
2.684734083333333,I2C,0 + NAK
2.688333666666667,I2C,127 + NAK
2.691940166666666,I2C,0 + ACK
2.695535166666667,I2C,0 + ACK
2.699135833333334,I2C,85 + ACK
2.719339500000000,I2C,Setup Read to [17] + ACK
2.722945916666667,I2C,7 + ACK
2.726540833333333,I2C,5 + ACK
2.730160750000000,I2C,74 + ACK
2.733791083333333,I2C,1 + ACK
2.737419666666667,I2C,255 + ACK
2.741029250000000,I2C,0 + ACK
2.744624166666667,I2C,0 + ACK
2.748224666666667,I2C,170 + NAK
2.771629166666667,I2C,Setup Read to [19] + ACK
2.775235500000000,I2C,7 + ACK
2.778831333333333,I2C,2 + NAK
2.782231083333333,I2C,36 + NAK
2.785838333333333,I2C,0 + NAK
2.789432416666667,I2C,127 + NAK
2.793033083333333,I2C,0 + ACK
2.796633750000000,I2C,0 + ACK
2.800234416666667,I2C,85 + NAK
2.819443666666666,I2C,Setup Read to [21] + ACK
2.823038583333333,I2C,7 + ACK
2.826645000000000,I2C,5 + ACK
2.830249916666667,I2C,73 + ACK
2.833841500000000,I2C,1 + ACK
2.837441250000000,I2C,255 + ACK
2.841041916666667,I2C,0 + ACK
2.844648250000000,I2C,0 + ACK
2.848243000000000,I2C,171 + NAK
2.871447500000000,I2C,Setup Read to [23] + ACK
2.875048166666667,I2C,7 + ACK
2.878648750000000,I2C,5 + ACK
2.882255166666666,I2C,74 + ACK
2.885851083333333,I2C,1 + ACK
2.889450833333334,I2C,255 + ACK
2.893051500000000,I2C,0 + ACK
2.896652166666667,I2C,0 + ACK
2.900258500000000,I2C,170 + NAK
2.919061916666667,I2C,Setup Read to [25] + ACK
2.922656916666666,I2C,7 + ACK
2.926263250000000,I2C,5 + ACK
2.929859166666667,I2C,74 + ACK
2.933458916666666,I2C,1 + ACK
2.937059583333333,I2C,255 + ACK
2.940660250000000,I2C,0 + ACK
2.944266583333333,I2C,0 + ACK
2.947825166666667,I2C,170 + NAK
2.971465916666667,I2C,Setup Read to [27] + ACK
2.975066583333333,I2C,7 + ACK
2.978672833333333,I2C,5 + ACK
2.982267833333333,I2C,74 + ACK
2.985875166666667,I2C,1 + ACK
2.989469166666667,I2C,255 + ACK
