Time [s], Analyzer Name, Decoded Protocol Result
0.045209000000000,I2C,Setup Read to [11] + ACK
0.048814500000000,I2C,7 + ACK
0.052409333333333,I2C,5 + ACK
0.056010083333333,I2C,74 + ACK
0.059610750000000,I2C,1 + ACK
0.063212333333333,I2C,255 + ACK
0.066817833333333,I2C,0 + ACK
0.070412750000000,I2C,0 + ACK
0.074013416666667,I2C,170 + NAK
0.093022666666667,I2C,Setup Read to [13] + ACK
0.096617583333333,I2C,7 + ACK
0.100224833333333,I2C,5 + ACK
0.103818916666667,I2C,73 + ACK
0.107419583333333,I2C,1 + ACK
0.111030250000000,I2C,255 + ACK
0.114601750000000,I2C,0 + ACK
0.118180166666667,I2C,0 + ACK
0.121745416666667,I2C,171 + NAK
0.145952416666667,I2C,Setup Read to [15] + ACK
0.149547416666667,I2C,7 + ACK
0.153148916666667,I2C,5 + ACK
0.156748750000000,I2C,74 + ACK
0.160349416666667,I2C,1 + ACK
0.163955750000000,I2C,255 + ACK
0.167551416666667,I2C,0 + ACK
0.171168000000000,I2C,0 + ACK
0.174752000000000,I2C,170 + NAK
0.192955416666667,I2C,Setup Read to [17] + ACK
0.196561750000000,I2C,7 + ACK
0.200157666666667,I2C,5 + ACK
0.203757416666667,I2C,74 + ACK
0.207358083333333,I2C,1 + ACK
0.210958750000000,I2C,255 + ACK
0.214565083333333,I2C,0 + ACK
0.218161000000000,I2C,0 + ACK
0.221766416666667,I2C,170 + NAK
0.245570833333333,I2C,Setup Read to [19] + ACK
0.249166666666667,I2C,7 + ACK
0.252766333333333,I2C,5 + ACK
0.256367083333333,I2C,72 + ACK
0.259967750000000,I2C,1 + ACK
0.263574166666667,I2C,255 + ACK
0.267170000000000,I2C,0 + ACK
0.270775500000000,I2C,0 + ACK
0.274370416666667,I2C,172 + NAK
0.293373916666667,I2C,Setup Read to [21] + ACK
0.296980333333333,I2C,7 + ACK
0.300575250000000,I2C,5 + ACK
0.304176833333333,I2C,73 + ACK
0.307776583333333,I2C,1 + ACK
0.311377250000000,I2C,255 + ACK
0.314983666666667,I2C,0 + ACK
0.318578583333333,I2C,0 + ACK
0.322142833333333,I2C,171 + NAK
0.356186416666667,I2C,Setup Read to [23] + ACK
0.359791916666667,I2C,7 + ACK
0.363386916666667,I2C,5 + ACK
0.366987583333333,I2C,74 + ACK
0.370588250000000,I2C,1 + ACK
0.374189750000000,I2C,255 + ACK
0.377804333333333,I2C,0 + ACK
0.381390250000000,I2C,0 + ACK
0.384990916666667,I2C,170 + NAK
0.393592500000000,I2C,Setup Read to [25] + ACK
0.397194000000000,I2C,7 + ACK
0.400793833333333,I2C,5 + ACK
0.404394500000000,I2C,73 + ACK
0.408000833333333,I2C,1 + ACK
0.411595833333333,I2C,255 + ACK
0.415177250000000,I2C,0 + ACK
0.418744333333333,I2C,0 + ACK
0.422316000000000,I2C,171 + NAK
0.445122916666667,I2C,Setup Read to [27] + ACK
0.448728666666667,I2C,7 + ACK
0.452323500000000,I2C,5 + ACK
0.455924000000000,I2C,73 + ACK
0.459524666666667,I2C,1 + ACK
0.463126250000000,I2C,255 + ACK
0.466731666666667,I2C,0 + ACK
0.470326666666667,I2C,0 + ACK
0.473927333333333,I2C,213 + NAK
0.493330916666667,I2C,Setup Read to [29] + ACK
0.496937250000000,I2C,7 + ACK
0.500532250000000,I2C,5 + ACK
0.504133750000000,I2C,73 + ACK
0.507733583333333,I2C,1 + ACK
0.511334250000000,I2C,255 + ACK
0.514940583333333,I2C,0 + ACK
0.518535583333333,I2C,0 + ACK
0.522099833333333,I2C,171 + NAK
0.545340500000000,I2C,Setup Read to [31] + ACK
0.548941166666667,I2C,7 + ACK
0.552547750000000,I2C,5 + ACK
0.556143416666667,I2C,73 + ACK
0.559748833333333,I2C,1 + ACK
0.563343833333333,I2C,255 + ACK
0.566944500000000,I2C,0 + ACK
0.570545166666667,I2C,0 + ACK
